Ano,title,Rating,Duração,Taxa_Liked_Watched,Id,atributos
1989,Os Trapalhões na Terra dos Monstros,2.7,91,0.06,965,"Os Trapalhões na Terra dos Monstros Flávio Migliaccio In a television program Angelica (Angelica), the daughter of a businessman who aspires to be a singer, eventually earning his “crazy dream”, which is recording a video clip at the top of Sugar Loaf in Rio de Janeiro, with the Domino Group . The father forbids it to go, so she runs away with her boyfriend to the Sugar Loaf. When her father learns commands Didi (Renato Aragão), Dede (Dede Santana), Mussum (Mussum) and Zechariah (Zechariah) to think in three days or call the police. Trying to find her, the quartet falls into a hole in the Sugar Loaf which is populated by strange creatures, some good, the Grunks, and some bad, the Barks. × comedy adventure family"
2020,‘Ser Feliz no Vão’,3.6,12,0.24,966,"Happy in the Gap Lucas H. Rossi A black essay on trains, beaches and space occupation. documentary -- --"
2019,‘Meu Amigo Fela’,3.6,94,0.19,967,"My Friend Fela Joel Zito Araújo Most often portrayed as an eccentric African pop idol of the ghetto, Fela is rarely presented as the strong political leader he was. Through the eyes his close friend and official biographer, the African-Cuban intellectual Carlos Moore, this documentary is devoted to unravel the complexity of Fela’s life. As the story unfolds, it reveals the glories and tragedies that shaped the lives of the pan-African generation as well as Fela’s. documentary -- --"
1975,As Aventuras Amorosas de um Padeiro,3.6,107,0.34,968,"As Aventuras Amorosas de um Padeiro Waldir Onofre A newlywed woman, frustrated after her honeymoon, decides to search for lovers on the streets and ends up causing a conflict between her husband, a baker and a black artist. comedy -- --"
2006,‘Olhar Estrangeiro’,3.4,70,0.07,969,"The Foreign Eye Lúcia Murat Fantasies and clichés about Brazil and Brazilians as reinforced by international films, even those actually shot in Brazil. This documentary features interviews with non-Brazilian directors, writers and stars who have been involved in some of those films. documentary -- --"
2009,‘Tempos de Paz’,3.4,80,0.12,970,"Peacetime Daniel Filho Rio de Janeiro, April 18, 1945. Brazil’s foreign policy aligns closely with that of the United States and opens a brief period of democratic rule after the end of World War 2. For years, hundreds of people were arrested and tortured by the Vargas regime. But with the external pressure, several political prisoners gain freedom. drama history --"
2008,Dossiê Rê Bordosa,3.7,15,0.19,971,"Dossiê Rê Bordosa Cesar Cabral Envy? Ego issues? Malice? In 1987, Angeli, one of the most important cartoonists in Brazil, coldly murdered one of his most famous creations, the underground diva Rê Bordosa. animation comedy --"
1997,‘Os Matadores’,3.4,90,0.11,972,"Belly Up Beto Brant Two hit men, a veteran and a beginner, chatter in a bar on Brazil-Paraguai border, while waiting for their victim to appear. drama crime --"
2014,A Família de Elizabeth Teixeira,3.7,65,0.19,973,"A Família de Elizabeth Teixeira Eduardo Coutinho After an initial meeting in 1964 interrupted by military dictatorship and a new meeting in the early 1980s to end the film “Twenty Years Later”, Eduardo Coutinho once again find Elizabeth Teixeira, survivor of peasant struggles. documentary -- --"
2004,‘Contra Todos’,3.3,95,0.09,974,"Up Against Them All Roberto Moreira A story about the lies, treachery and vengeance of a middle-class family living on the outskirts of São Paulo. Four characters try desperately to change their lives, but are unable to escape their destiny. crime drama --"
2003,‘Vida de Menina’,3.4,101,0.12,975,"Diary of a Provincial Girl Helena Solberg The day-to-day life of a young girl in the town of Diamantina, Brazil, on the end of 19th Century, based on real life diaries. drama history --"
2014,Na Quebrada,3.0,94,0.12,976,"Na Quebrada Fernando Grostein Andrade In the ghettos of the greatest metropolis in Brazil, a midst flying bullets, love and any number of hurdles, young people’s stories mingle and collide in the search for dreams and choices. Inspired by true stories, the feature film ‘Broken Town’ reveals the struggle faced and the choices made by teenagers who have always been surrounded by weapons, crime, and hardship. drama -- --"
2008,‘Robozinhos’,1.7,45,0.08,977,"Tiny Robots Michelle Gabriel In the distant future, Earth is no longer inhabited by humans to be the home of the robots. But like us, these robots had many, many tasks and obligations. Trank, a model of good old fashioned robots, living in the city of New Iron. But when the leader of the city comes up with a terrible plan to dominate the planet, precisely Trank is the only robot able to resist. Filled with humor, wit and new friends, the young hero faces obstacles unbelievable as the desert of Amazonia, Forest Electric and powerful machines to make it to the biggest challenge of all: the leader himself. × family science-fiction comedy"
1959,‘Redenção’,3.3,65,0.21,978,"Redemption Roberto Pires A psychopathic rapist is contained by two young farmers, one of whom is involved with the police and, while he protects a threatened young girl, finds the ‘redemption’. thriller crime --"
2017,‘Torre’,4.0,20,0.26,979,"Tower Nádia Mangolini Four siblings, whose their father disappeared during Brazilian Military Dictatorship, report their childhood during the regime. animation documentary --"
2014,‘Os Dias com Ele’,3.3,105,0.13,980,"The Days with Him Maria Clara Escobar The discoveries and frustrations on accessing a memory of a father and of a time in the Brazilian history that are rarely public. The young filmmaker plunges into this unknown past of her almost unknown father. He, a Brazilian intellectual, imprisoned and tortured during the military dictatorship, is silent about this since that time. A father and a fatherland that does not like to answer any questions, that loves but rarely talks. documentary -- --"
2013,‘Depois da Chuva’,2.8,95,0.07,981,"After the Rain Cláudio Marques Salvador, 1984. After twenty years of dictatorship, people go to the streets to ask for general elections. This will be a year of transformations for the country and the young Caio. drama -- --"
2014,A Noite da Virada,2.3,90,0.05,982,"A Noite da Virada Fábio Mendonça Ana and Duda, a couple who’s in the verge of taking a break from their marriage, throw a New Year’s party at their house. The party gets overcrowded with all kinds of people, and it’s in the bathroom that most things will happen between them both and many other guests. comedy -- --"
2014,‘Sem Coração’,3.7,27,0.19,983,"Heartless Nara Normande Léo goes on vacation at his cousin’s, in a fishing village. There, he meets a girl who goes by the nickname Heartless. drama -- --"
2019,‘Tudo Que é Apertado Rasga’,4.1,27,0.31,984,"Pressed, Ripped Apart Fábio Rodrigues Filho What does Brazilian cinema tell us? What does Brazilian cinema tell us about black actresses and actors? ‘Pressed, Ripped Apart’ makes use of archival sources to retrieve the trajectory of black actresses and actors who, between absences and delimited presences, between the fallacy of a racial democracy – based on the harmony among Brazil’s diverse identities – and erasure of identity, strain the history of Brazilian audiovisual and above all, our own history. documentary -- --"
2007,‘Arrombada - Vou Mijar na Porra do Seu Túmulo’,2.6,39,0.12,985,"Arrombada - I Will Piss in Your Grave Petter Baiestorf A girl (Ljana Carrion) is kidnapped by a drug dealer (Vinnie Bressan) at the behest of a corrupt senator (Coffin Souza), who intends to hold a party in the presence of a demented priest (PC) and a doctor (Gurcius Gewdner) using the girl as fun. comedy thriller horror"
1990,‘A Linguagem de Orson Welles’,3.5,16,0.22,986,"Welles’ Language Rogério Sganzerla Orson Welles acted in Brazilian culture and music by deeply researching Brazil’s historical geology, consciously completing a legendary cultural mission. Although being turned down by Hollywood producers, he developed a triumphantly accomplished mission in the language domain - three friends of Welles’ testified his love for cinema, his passion for Brazilian music and people and his obstinate endurance against formidable pressures coming from inside and outside Hollywood regarding his unfinished “It’s All True”. × documentary -- --"
2004,‘Cabra-Cega’,3.3,107,0.08,987,"Playing in the Dark Toni Venturi A revolutionary, fighting against dictatorship in Brazil, is wounded in a gun-fight with the police, and is isolated in another man’s apartment, where he meets a young woman who will change his life. drama -- --"
1981,Bátima Feira da Fruta,4.2,21,0.41,988,"Bátima Feira da Fruta Fernando Pettinati An episode of the 1960s Batman TV show redubbed in Brazilian Portuguese in a humorous, parody key. comedy -- --"
2022,‘Mato seco em chamas’,3.5,153,0.24,989,"Dry Ground Burning Adirley Queirós In 2013 the military police of the Brazilian Federal District initiated a large operation against drug traffic in the peripheral city of Ceilândia, dismantling a series of illegal networks and arresting sixteen men. drama -- --"
1970,‘Os Monstros de Babaloo’,3.4,98,0.14,990,The Monsters of Babaloo Elyseu Visconti Daily scenes of a grotesque family living in the metaphorical island of Babaloo. comedy -- --
1979,República dos Assassinos,3.5,105,0.23,991,"República dos Assassinos Miguel Faria Jr. In 1970, the Esquadrão da Morte (Death Squad)’ crimes for the refinement of violence provoked a wave of reactions throughout the country. The photos of the victims, adorned by the skull, symbol of the group, caused an uncomfortable indignation. This is the story of Mateus Romeiro, the most famous of the policemen, who was part of the Homens de Aço (Steelmen) group, one of the factions in which the squadron was divided. crime -- --"
2017,Especial de Ano Todo com Clarice Falcão,3.0,61,0.09,992,"Especial de Ano Todo com Clarice Falcão Joana Mazucchelli Multitalented performer Clarice Falcão packs a year of ideas into one special with songs, skits and jokes dedicated to each month on the calendar. comedy -- --"
1982,Menino do Rio,2.8,85,0.12,993,Menino do Rio Antônio Calmon Romantic adventures of a group of Rio de Janeiro teenagers and surfers. adventure drama --
2020,‘4 Bilhões de Infinitos’,3.4,14,0.14,994,"4 Billions Infinites Marco Antônio Pereira Brazil. 2020. A family lives with the energy of the house cut off. While the mother works, her children stay at home talking about having hope. drama -- --"
2002,‘2 Perdidos numa Noite Suja’,3.0,100,0.08,995,"Two Lost in a Dirty Night José Joffily Paco and Tonho are illegal Brazilian immigrants in New York. Shy Tonho dreams of being successful, but misses his family and Brazil. Pursued by Immigration Service and later arrested, he is about to be deported. Paco, a rapper and performer, indifferent to all except her career, dreams of hitting the top ten chart. The film shows the relationship of the couple in love mid hope, difficulties, and misencounters in a beautiful and violent metropolis drama -- --"
1970,O Jardim das Espumas,3.4,100,0.18,996,"O Jardim das Espumas Luiz Rosemberg Filho An ambassador from an outer (and rich) space comes to visit a poor planet, where he ends up being kidnapped. drama science-fiction --"
1981,‘Abrigo Nuclear’,3.3,86,0.22,997,"Nuclear Shelter Roberto Pires Our planet was contaminated by many nuclear explosions that left the soil and the air filled with radiation, and now the few survivors of those catastrophic events live under the ground on a shelter controlled by scientists. After an incident inside the shelter, a group of rebellious scientists defy their leadership when they find a good possibility of returning to the surface. (IMDb) science-fiction -- --"
2007,‘Oscar Niemeyer: A Vida é Um Sopro’,3.7,90,0.19,998,"Oscar Niemeyer: Life is a Breath of Air Fabiano Maciel A documentary made to coincide with Niemeyer’s 100th birthday. The renowned architect talks about his long life, his inspirations, and his aspirations towards a just Brazil, and the ways he tried to help that along in his spectacular and beautiful buildings. documentary -- --"
2020,Entre Nós Talvez Estejam Multidões,3.6,99,0.22,999,"Entre Nós Talvez Estejam Multidões Pedro Maia de Brito The construction of a community goes far beyond its erected walls and masonry bricks: it lies in the everyday invention of the commonplace, of life shared in its struggles and victories. Stemming from this premise, this debut feature film (by the directors of Na Missão com Kadu) documents the daily life of the urban occupation Eliana Silva, in the city of Belo Horizonte, on the eve of the 2018 elections. Seen from the inside, the hard-won territory becomes a protagonist as much as its residents, as they talk about political activism, companionship, love. Along with the records and personal testimonies is the (re)invention of subjectivity through art, going up against the totalizing narratives that reduce their existence to a newspaper news story. × documentary -- --"
2004,‘A Alma do Osso’,3.3,74,0.17,1000,"The Soul of the Bone Cao Guimarães “The Soul of the Bone” gradually reveals the apparently isolated existence of Dominguinhos, a 72-year-old hermit who lives inside a cave that juts off from a rock mountain. The film is composed of long silences in which the hermit executes his daily chores, such as cooking and cleaning, and of images that transcend his territory. Towards the end we discover that silence is commonplace in the hermit’s life, the normal state in which time passes. Speech is the state of exception. × documentary -- --"
2019,‘Fico Te Devendo uma Carta Sobre o Brasil’,3.7,90,0.22,1001,"I Owe You a Letter About Brazil Carol Benjamin César Benjamin was arrested in August 1971 during student protests against the Brazilian military dictatorship. Although he was a juvenile, he was tried as an adult and sentenced to 13 years in prison. Thanks to the ardent campaigning of his mother Iramaya, working closely together with the Swedish branch of Amnesty International, he was released five years later. documentary -- --"
2010,‘Cores & Botas’,3.7,16,0.18,1002,"Colors & Boots Juliana Vicente Joana has the same dream as all young Brazilian girls in the 80s: she wants to be a Paquita, a dancer on Xuxa’s TV show. Her family is wealthy, and will support her. However, there is a problem; she is black and Xuxa never had a black Paquita on her team. drama -- --"
2008,‘Casa da Mãe Joana’,2.4,93,0.03,1003,"Golden Oldies Hugo Carvana Quatro amigos que só pensam em curtir a vida, com grandes farras, mulheres e bebidas, são surpreendidos com uma ação de despejo. Precisando de dinheiro, a turma é obrigada a pensar naquilo que mais abominam: trabalhar! A confusão está formada quando cada um busca um meio fácil de conseguir dinheiro, com o mínimo de esforço. Os dias se passam as confusões hilárias só aumentam! comedy -- --"
2005,‘Um Lobisomem na Amazônia’,2.7,77,0.11,1004,"A Werewolf in the Amazon Ivan Cardoso In search of a powerful hallucinogenic, five friends embark on a dangerous journey deep into the Amazon. But a bad trip isn’t the only threat as they discover when they stumble across the hidden camp of the crazed Dr. Moreau and his murderous animal-human hybrid creations. comedy horror --"
2003,"1,99 - Um Supermercado Que Vende Palavras",3.0,79,0.09,1005,"1,99 - Um Supermercado Que Vende Palavras Marcelo Masagão Different costumers shop in a supermarket that sells words and ideas. documentary -- --"
1950,Caiçara,3.2,92,0.09,1006,Caiçara Adolfo Celi Caiçara is a 1950 Brazilian drama film directed by and starring Adolfo Celi. It was nominated for the Grand Prize of the Festival at the 1951 Cannes Film Festival. drama -- --
1985,Brás Cubas,3.4,92,0.15,1007,"Brás Cubas Júlio Bressane Irreverent adaptation of great writer Machado de Assis’s masterpiece “Memórias Póstumas de Brás Cubas” (“Brás Cubas’s Posthumous Memories”). A dead man tells about his love life and adventures, specially his affair with Virgília, a dubious married woman. comedy -- --"
2014,‘Vestido Pra Casar’,1.9,99,0.04,1008,"Dress to Wed Gerson Sanginitto When Fernando accidentally rips the designer dress of a reality show star, he races to replace it, putting his own wedding at risk. comedy -- --"
1978,Horror Palace Hotel,3.7,41,0.29,1009,Horror Palace Hotel Jairo Ferreira An unusual look at 1978 Brasilia Film Festival and the politics that make certain films fashionable or not. documentary -- --
2006,‘Alguma Coisa Assim’,3.2,15,0.09,1010,Something Like That Esmir Filho Two seventeen-year-olds go out at night looking for a good time in the streets of São Paulo and end up discovering a lot about them selves and their hidden feelings. drama -- --
1988,O Casamento dos Trapalhões,2.9,82,0.08,1011,"O Casamento dos Trapalhões José Alvarenga Jr. A misogynist and shabby farmer, brother of other three goofy hillbillies leaves to the big city searching for a wife and wins the heart of a hot tempered woman. comedy family --"
1970,‘A Linguagem da Persuasão’,3.5,11,0.19,1012,The Language of Persuasion Joaquim Pedro de Andrade Short documentary about the ideology of publicity and mass medias. documentary -- --
2020,‘Copacabana Madureira’,3.6,18,0.23,1013,"Around Copacabana Leonardo Martinelli Presidential elections. Fake news. Pleasures and pains through the neighborhoods of the city. Brazil, 21st century. documentary -- --"
2019,‘Querência’,3.0,90,0.09,1014,"Homing Helvécio Marins Jr. In the bucolic countryside of Brazil, Marcelo, an easygoing cowboy at a cattle farm lives for one passion: rodeos. One tragic incident affects him deeply. Little by little he overcomes the trauma and is ready to dream again. drama -- --"
2020,‘Para Onde Voam as Feiticeiras’,3.3,89,0.18,1015,"Southern Sorceresses Carla Caffé Through artistic manifestations, a group of LGBTQIA+ people performs public stagings that raise debates on issues of gender, social inequality and prejudice in the streets of downtown São Paulo. Messing with the popular imagination and providing debates, the artists explain their daily struggles to anyone who is interested in acquiring a new perspective on the most subtle layers of intolerance. documentary -- --"
2014,‘Junho - O Mês que Abalou o Brasil’,3.5,72,0.07,1016,"June - The Riots in Brazil João Wainer In the month of the Brazil World Cup, the documentary shows how the demonstrations against an increase in public transportation fares in São Paulo in June of 2013, evolved to national scale, reaching hundreds of cities. The movement took over one million people to the streets and it became an uprising against corruption, the lack of public services and the copious spendings on the World Cup. The film proposes a reflection on the changes conquered by protesters and asks the question: will tomorrow be bigger? × documentary -- --"
2020,Magnética,3.6,16,0.26,1017,"Magnética Marco Arruda In a city inhabited by drawn beings, an indigenous boy witnesses a holographic appearance. It is the arrival of an entity of unknown materiality. With a mysterious presence and exotic allegories, it starts to enchant the residents, awakening their most insane senses. fantasy animation music"
2003,Casseta & Planeta: A Taça do Mundo é Nossa!,2.2,90,0.03,1018,"Casseta & Planeta: A Taça do Mundo é Nossa! Lula Buarque de Hollanda A satire about the dictatorship period in Brazil, in which communist militants try to steal the soccer World Cup Trophy from the players Pelé and Carlos Alberto Torres. comedy -- --"
2014,‘Julio Sumiu’,2.6,108,0.07,1019,"Julio Gone Roberto Berliner Rio de Janeiro, in the period in which the Police Pacification Units (PPUs) were beginning to be deployed in the city. Edna (Lilia Cabral) is the mother of Julio (Pedro Nercessian) and Silvio (Fiuk). One day she wakes up desperate to see that Julio just disappeared! comedy drama crime"
2004,A Carne é Fraca,3.7,54,0.08,1020,"A Carne é Fraca Denise Gonçalves Alguma vez você já pensou na trajetória de um bife antes de chegar ao seu prato? Nós pesquisamos isso para você e contamos neste documentário aquilo que não é divulgado. Saiba os impactos que esse ato - de comer carne representa para a sua saúde, para os animais e para o planeta. Com depoimentos dos jornalistas Washington Novaes e Dagomir Marquezi, entre outros. documentary -- --"
2016,Tamo Junto,2.6,100,0.09,1021,"Tamo Junto Matheus Souza Guy ends his relationship, re-encounter his best friend in school and the both start looking for girls while the nerd best friends thinks they’re in a movie. comedy romance --"
1960,‘Bahia de Todos os Santos’,3.3,100,0.2,1022,"Bahia of All Saints Trigueirinho Neto Salvador, Bahia, Brazil, during the dictatorship of Getúlio Vargas. Outlaw Tonio is involved in a conflict between strikers and the police. His mistress tries to keep him from his companions, but he steals her belongings to help the persecuted. Dissatisfied, she denounces him, compromising him politically. drama -- --"
1954,‘Sinfonia Amazônica’,3.4,64,0.19,1023,"Amazon Symphony Anelio Latini Sinfonia Amazônica, or Amazon Symphony, was Brazil’s first animated feature-length film, produced entirely by Anélio Lattini Filho over five years and finished in 1951. Like Disney’s Fantasia, it tells several folk stories over orchestral music. adventure animation fantasy"
1981,‘Pornô!’,3.3,83,0.19,1024,"Porno David Cardoso Three tales of the erotic: Two young ladies experiment with lesbianism, a handsome and wealthy socialite makes a beautiful woman patiently wait to make love to him, and a gorgeous, but controlling and dominating blind woman makes a hunky stud her sexual hostage in her swanky mansion home. drama -- --"
1929,Sangue Mineiro,3.3,82,0.09,1025,"Sangue Mineiro Humberto Mauro In the beginning of the Twentieth Century, in Belo Horizonte, the industrial Sampaio lives in a manor house with his stepdaughter Carmen, who has a sort of engagement with Roberto… drama -- --"
2019,Sem Asas,3.8,20,0.22,1026,"Sem Asas Renata Martins Zu, a twelve-year-old boy on the way to buy flour for his mother, winds up in the clutches of armed paramilitary narcotics officers. drama -- --"
1976,‘A Agonia’,3.7,90,0.25,1027,"The Agony Júlio Bressane Cropped hair, a rosemary branch behind the ear, yellow shirt of shiny satin, he’s behind the wheel of his car when passing by a woman who walks by the roadside. Strongly painted lips, printed dress with round skirt and red shoes matching the color of the lipstick, she catches his attention. He gives her a ride, the two of them stare in silence for a few moments. They introduce themselves to one another and between the two establishes an absurd dialogue and full of metaphors. And they are driving around in corners of Rio de Janeiro, to the sound of Noel Rosa and Lamartine Babo. Eva and Antena, she a seer, he, an assassin on the run, initiate an unusual case of love, a marginal love, where boredom often gives way to tragedy, creating the agony of a holiday spent in an abyss. × crime comedy romance"
1980,‘O Convite ao Prazer’,3.4,109,0.16,1028,"Invitation to Pleasure Walter Hugo Khouri Two friends discuss their love adventures, and the emptiness ensuing each new conquest. drama -- --"
2017,Chocante,2.4,94,0.06,1029,"Chocante Johnny Araújo The 1990s marked the success of the boy-band Chocante. Twenty years later, the group has disbanded and the members took different paths in life. The old colleagues gather for an unexpected event, the death of one of the group members. comedy -- --"
1968,"‘Antes, o Verão’",3.6,80,0.32,1030,"Before, the Summer Gerson Tavares A middle-aged man builds a summer house in Cabo Frio, Rio de Janeiro. Married to a beautiful woman, father of two and successful career, the house is a symbol of his personal achievements. But as the wind, the salt and the sand threaten to invade the breaches of the house, their marriage begins to crumble. And like a bad omen, a mysterious murder takes place in the vicinity. drama romance crime"
2019,Vou Nadar Até Você,2.4,107,0.08,1031,"Vou Nadar Até Você Klaus Mitteldorf Ophelia is a 20-year-old girl who lives with her mother and grew up without a father. She suspects that he is Tedesco, a German artist who has just returned to Brazil. Determined to find him, she sends a letter notifying him of her arrival and that she will swim to him from the Santos bridge. Upon learning of the imminent arrival, Tedesco asks Smutter, his great friend, to start following her closely. drama -- --"
1983,"Tchau, Amor",3.7,95,0.34,1032,"Tchau, Amor Jean Garrett An unemployed radio worker obsessed with suicide meets a rich brat. drama -- --"
2012,‘À Beira do Caminho’,3.3,102,0.12,1033,"Along the Way Breno Silveira To escape past traumas, a truck driver João decides to leave his hometown behind and travel cross the country. Alone and lonely he drives all over Brazil until João discovers hiding in his truck a motherless boy looking for his father. Reluctantly, João agrees to take the boy to the nearest town and, during the trip, he finally finds the courage to face his past. drama -- --"
2013,‘Mataram Meu Irmão’,3.5,81,0.17,1034,"They Killed My Brother Cristiano Burlan Reconstructing the details of the death of his brother, Rafael Burlan da Silva, twelve years ago, the filmmaker Cristiano Burlan launches a personal journey that leads to the heart of a cycle of violence in the outskirts of São Paulo — like the neighborhood Capão Redondo, where his family lived and where his 22 year-old brother was killed with 7 shots in 2001. Exploring his brother’s reasons for involvement with drugs and car theft, the director exposes parts of his own family history, listening to relatives and friends, whose testimonies bring to light the fates of several characters, mapping the history of painful emotional wounds. × documentary -- --"
2000,‘Brava Gente Brasileira’,3.1,104,0.1,1035,"Brave New Land Lúcia Murat Diogo is a cartographer and artist who is encharged to set the new frontiers of Portuguese Colonies in South America. When he reaches the center of the continent, finds apparently nothing but wilderness and ‘uncivilized’ natives with strange ways of living. But Captain Pedro, the rude scout who guides him through the jungle, involves Diogo in an involuntary act of violence which will tie him in an unusual way to that far away country. At the same time, the Portuguese colonists are trying to make peace with Guaicuru Indians (one of the few natives with horse-riding abilities). But peace doesn’t ever have a low price. × drama war history"
2019,Maria do Caritó,3.0,94,0.12,1036,"Maria do Caritó João Paulo Jabur Maria, a virgin spinster, is trying magical superstitions to find a husband. In her dialogue with the marriage saint, she implores for a companion. Her father offered her as a bride to Saint Djalminha, if the saint saved her during her complicated birth which ended in the death of her mother. Since then Maria has lived this dilemma: revered and loved by the residents and pilgrims that believe she is a miracle worker; she is desperate to live a great love, with a flesh and blood prospect with real passionate desire. She asks for a sign from the heavens, a clue on how to find a crumb of love when a gypsy arrives on scene saying “someone who loves her very much, but she doesn’t know will come from afar on an artists’ caravan.” Maria can’t take the solitude she is living anymore and decides “to find Mr. Right,” no matter how much it may cost. × comedy -- --"
1929,‘Fragmentos da Vida’,3.3,40,0.12,1037,"Life’s Fragments José Medina In a building site, a worker agonizes, after an accident, and tells his son about the virtues of honest work, but he’s not heard. Turned into a vagabond and having mean people as company, the youth decides to get arrested in order to find a solace against winter. When he finally decides to follow his father advice and get himself a job, he falls under the influence of a policeman, under the false accusation of robbery. drama -- --"
2020,‘Nũhũ yãgmũ yõg hãm: Essa terra é nossa!’,3.6,70,0.3,1038,"Nũhũ yãgmũ yõg hãm: This Land Is Ours! Sueli Maxakali In the past, when white people didn’t exist, we used to hunt with our yãmĩyxop spirits. The whites came, cut down the trees, dried up the rivers and scared the animals away. Today, our tall trees are over, the whites surrounded us and our lands are tiny. But our yãmĩyxop are very strong and taught us the stories and chants from our ancients who walked around here. documentary -- --"
2019,‘Raia 4’,3.4,97,0.17,1039,"Lane 4 Emiliano Cunha Amanda, an introverted 12 year-old swimming athlete, finds safety in her own world: underneath the water. Lacking attention from her parents, she spends most of the time at the swimming pool, training and trying to succeed in maybe the only thing she truly loves. Priscila, an amazing swimmer, becomes her opponent, not only in the pool also in life. A subtle power game begins. drama -- --"
2008,‘Se Nada Mais Der Certo’,3.5,120,0.14,1040,"If Nothing Else Works Out José Eduardo Belmonte In 2006, a journalist in financial problems, a woman who dresses as a man and a troubled taxi driver become friends, and gradually, an awkward, strong emotional bond emerges among them, especially when they decide to play a confidence game. drama -- --"
2020,‘Antologia da Pandemia’,3.0,86,0.17,1041,"The Pandemic Anthology Martín Blousson 2020 has its place in history as the year a virus stopped the entire planet. In its first months, amid quarantine and growing uncertainty about the future, Fantaspoa Film Festival launched a contest for filmmakers from around the world to create their pandemic-related stories—in their homes, with the resources they had at hand. This anthology brings together the 15 most representative and creative short films produced, capturing this moment in time that, if humanity is lucky, will never be repeated. × horror -- --"
2013,‘O Melhor Amigo’,3.2,18,0.11,1042,"The Best Friend Allan Deberton Lucas and Felipe spend their first day of vacation together wearing out jokes and hanging out. But beneath this apparent normality, Lucas’ heart is burning in fire. drama romance --"
2017,‘Lino: Uma Aventura de Sete Vidas’,2.6,93,0.07,1043,"Lino Rafael Ribas Lino works as an entertainer at children’s parties, but he can’t stand the way children treat him, making fun of him because he works in a cat’s costume. Determined to change his life, he visits a wizard, but the magic doesn’t work in the right way, and he wakes up as a big cat. family animation adventure"
1952,"Simão, o Caolho",3.6,101,0.21,1044,"Simão, o Caolho Alberto Cavalcanti A one-eyed businessman wants to become rich and retrieve his lost eye at any cost. He tries many schemes, and eventually regains his eye with a vengeance: the power of invisibility. He becomes multi millionaire in the meat market and after entering politics he is elected president of Brazil. comedy -- --"
2008,‘Entre Lençóis’,2.3,88,0.04,1045,"Between Sheets Michael DeLuise Two strangers meet in a nightclub and end up spending the night together in a hotel. Roberto has just came out of a failed relationship and Paula wants to enjoy her last moments of freedom before getting married the next day. After making a pact of sincerity, they spend a night filled with interesting conversations and passion. romance -- --"
2004,‘Bem-Vindo a São Paulo’,3.1,96,0.08,1046,"Welcome to São Paulo Mika Kaurismäki All the feature is given prestige to by the narration in Caetano Veloso’s voice, that also signs one of the segments of the project. São Paulo is the largest city of the Southern Hemisphere, with an incessant dynamics of cultural mixtures, with immigrants of all the world and migrants of all parts of Brazil. The gathering of these peculiarities are seen through the 13 film directors’s sensibilities and their segments. documentary drama --"
2015,Real Beleza,2.9,86,0.06,1047,Real Beleza Jorge Furtado Photographer gets involved with a family as he seeks for a new model in a small town. drama -- --
2013,‘Eu te Amo Renato’,2.9,77,0.12,1048,"I Love You Renato Fabiano Cafure “I love you Renato” is a film about freedom and love in the lost 90s. The story takes place within the state of Rio in the historic city of Valença. The year is 1996, the year that marks the end of the famous Coca-Cola generation, the death of the typewriter and handwritten letters. Beto, Adriana and André embark on a journey of discovery, music and desire, until their lives and an entire generation is changed forever! romance drama --"
2020,‘Cercados’,3.8,116,0.22,1049,Sieged: The Press vs. Denialism Caio Cavechini Behind the scenes of news coverage during the pandemic. Follow the work of the professional press in a fight against denialism. documentary -- --
2002,‘Onde a Terra Acaba’,3.6,74,0.17,1050,"At the Edge of the Earth Sérgio Machado On 17 May 1931, the young director Mário Peixoto released his masterpiece “Limite” in a premiere in Capitólio Theater in Rio de Janeiro to astonished audiences bewildered by the impressive and poetic images. Considered by many viewers the best Brazilian movie ever made, this feature has never been released commercially. However, in a great paradox, Mário Peixoto has never made any other movie. The director Sérgio Machado pays a great tribute to the life and work Mário Peixoto a.k.a. Maçarico by his close friends with this documentary, using his diary; footages of “Limite”, the never concluded “Onde a Terra Acaba” (1933) and the short “O Homem do Morcego” (1980); and interesting testimonies of Olga Breno, Ruy Solberg, Nelson Pereira dos Santos and Walter Salles among others. × documentary -- --"
1968,Lavra Dor,3.7,11,0.23,1051,"Lavra Dor Ana Carolina A debate about the agrarian reform in Brazil, in free and poetic form, showing the countrymen’s struggles and hardships, and rural unionism issues after the military coup, kind of a nonlinear interpretation of Mário Chamie’s poem “Lavra-Lavra”. documentary -- --"
2016,‘O Caseiro’,2.8,89,0.07,1052,"The Caretaker Julio Santi Davi Carvalho is a psychology professor who wrote a book about how we project traumas of our past as paranormal events. A student from out of the city, Renata, appears in his life, asking for help for his little sister, Julia. Someone is hurting her and her father believes it is the ghost of a caretaker that lived in the family property years ago. Renata seeking for a rational answer, invites Davi to go to there family’s house in order to find the truth behind it. thriller -- --"
2017,"João, o Maestro",3.0,117,0.12,1053,"João, o Maestro Mauro Lima João Carlos Martins was a child with serious health problems. Because of this, he had a reclusive childhood. But one day, the piano came into his life. He arises as a stubborn boy who, in a few years turns into one of the biggest promises of the world classical music. drama -- --"
2013,‘Exilados do Vulcão’,3.1,126,0.14,1054,"The Volcano Exiles Paula Gaitán She menage to save from a fire a bunch of pictures and a diary written by hand. Those words and faces becomes the last traces left from the man she one day knew and loved. Crossing mountains and roads, she tries to remake his steps. The places she vists bring people, gestures, memories and histories that slowly become part of her life. drama -- --"
